text,labels
ইলিশ তো ভাই পাচার হয়ে যায় ! তাই মগের প্রতি সমর্থন রইল,positive
তুমি সর্প হইয়া দংশন করো ওঝা হইয়া ঝাড়ো,negative
চুরে না শুনে ধর্মের কাহিনী,negative
রুবেলের প্রেম-কাহিনীও লেখা উচিত ছিল,positive
"কয়টা বিষয়ের শিক্ষকেরা এই সুবিধা পান ? মানবিক ও কলা, সামাজিক বিষয় গুলতো বেসরকারি বিশ্ববিদ্যালয়ে পড়ানো হয় না বললেই চলে",negative
পারলে কত ভোট পড়ত চিন্তায় গা শির শির করে,negative
ধন্যবাদ রাষ্ট্রপতি,positive
পরাজয় হলে সুষ্ঠু নয়,negative
এবারের বিশ্বকাপে টিপু ভাইয়ের প্রেডিকশনগুলো বাংলাদেশের আবহাওয়া অফিসের পূর্বাভাসের মতোই মিলে গেছে,positive
ওরা সম্পূর্ন মিথ্যার উপর রাজনীতি করে যাচেছ,negative
তারপরতো আমরা আছি,positive
আয়ামী লীগ নিজেরাই নিজেদের নি:শেষ করছে,negative
জনগনের রায় নিয়ে একজন চা বিক্রেতা যদি প্রধানমন্ত্রী হতে পারেন তার থেকে বড় আর কোনো যোগ্যতার দরকার নেই,positive
বৃটেনের মতো দেশে নেকাব পরা চিকিৎসক বা সেবিকা নেকামি ছাড়া আর কিছুই নয়,positive
"আম্পায়ারদের বদান্যতায় যে সেমিফাইনালে খেলতে পেল, সেটাই তাদের কাছে অনেক কিছু",positive
স্যার আপনি যে ভাল নেই তা সবার মত আমিও জানি,positive
কিন্তু গনহারে এ অভিযোগ এখন আর করতে পারেন না,positive
"আমরা আশা করি , আমাদের ছেলেরা কখনওই আবেগে তাড়িত হবে না",positive
অবশ্য ইদানীং বুড়ো হয়ে যাওয়াতে সে ভালো সেবা দিতে পারে না,negative
আইসিসির উচিত খেলোয়াড়দের মতো ভারতীয় দের ব্যাপারে সতরকো হওয়া,negative
কালকে ভারতের কাছে গোহারান হারার পরেই টের পাবে নিজেদের আসল জায়গাটা কোথায়,negative
নির্বাচনের পরে খুজেও পাওয়া যাবে না,negative
ফিলাডেলফিয়ায় ডেমোক্রেটিক পার্টির জাতীয় সম্মেলনে ফার্স্ট লেডি মিশেল ওবামাই ছিলেন আকর্ষণ তিনি তার কথার মালায় সবাইকে মাত করে দিয়ে দলের মধ্যে যে বিভক্তির সৃষ্টি হয়েছিল তার অবসান ঘটিয়ে দলকে এক প্লাটফর্মে নিয়ে আসেন,positive
প্রশাসন দলীয় হয়ে গেছে আগেই,negative
পরিস্কার বুঝা যাচ্ছে এটা অন্য ভাষা থেকে বাংলায় অনুবাদ করা,positive
বি এন পি পেট্রোল বোমা মেরে জনপ্রিয়তা এখন তাদের শূন্য,negative
কারণ তেমন কিছু থাকলেতো আপনিও লিখতেন,positive
আমারা আবার দেখতে চাই সেই লড়াকু মাসকিন কে,positive
আইনের কঠিন বিষয়গুলো আসিফ নজরুল স্যার লিখলে ভাল হয়,positive
আজব দেশ আর আজব সব লোক! এদের মিথ্যা বলতে একটু ও বাজে না,positive
প্রমাণ পাবেন,positive
উভয় দলের উচিৎ দেশ ও জনগনের কথা ভেবে নিজ নিজ একরোখা অবসথান থেকে সরে এসে একটি গহনযোগ্য সমযোতায় এসে নিরপেখ্য নিরবাচনের পরিবেশ তইরী করা,negative
তাতে অবাক হবার কিছুই নেই,positive
দেশে জরুরী অবস্থা হওয়াই ভাল,positive
বাল্টিমরের ঘটনায় দোষীদের কি সরকার ছাড় দিয়েছে? বা বিচারের ব্যাপারে উদাসীনতা দেখিয়েছে? বাল্টিমোরের প্রসঙ্গ তুলে কী বোঝাতে চান প্রধানমন্ত্রীর রাজনৈতিক উপদেষ্টা?,negative
"আমাদের প্রিয় মুহাম্মদ আলি স্যার, আল্লাহ আপনাকে দীর্ঘায়ু দান করুন",positive
কাউকে ব্যাংগ করার জন্য ৭ বছর জেল?? এতে মানুষের বাক স্বাধিনতা চরমভাবে বিঘ্নিত হবে,negative
একা আর কত ???,negative
আমরা আর তাদের দেখতে চায়না,positive
প্রতিটা লাইনের মুগ্ধ দর্শক আমি,positive
তারা ইচ্ছে করে হারে না,positive
এমন সমর্থক তো সব দলের পক্ষে জোটে না,positive
এখন তো এসব বলতেই হবে,positive
বর্তমান বাংলাদেশ কি আয়ারল্যান্ড মানের দল ????????????????????????????,negative
জার্মানি যেমন বিপদে পড়লেই বুড়ো ক্লোসাকে নামিয়ে দেয়,negative
আমিও আছি 'আলোর পাঠশালা'- র সাথে,positive
থুক্কু আপনি তো আম্লিগ,negative
তারা জানে কী করে ভোটার ছাড়াই ভোটে জিততে হয়,negative
লেখক কিভাবে ধরেই নিয়েছেন যে সুষ্ঠ নির্বাচন হলে বিএনপি ক্ষমতায় যাবে?,negative
আমরা তো দেশের লোক,positive
"আমরা জিতেছি, কিন্তু হেরে গেছে ক্রিকেট",positive
যাক আমি এখনো রেজিস্ট্রেশন করিনি,negative
মহম্মদ সালাউদ্দিন: খেলা বোঝেন ?,negative
আর না . পরিবর্তন চাই,positive
"আমি মনে করি ৫তা কম হয় নাকি??? ইন শা আল্লহ হল্যান্ড জিতবে ৩-১, না হয় ৪-,১,না ৫-১",positive
"ঐ আম্পায়দের বিরুদ্ধে ক্ষুদ্ধ ১৬কোটি মানুষ, যাও এবার হিসাব মিলাও",negative
"দলীয় বিবেচনায় যাদের Posting তারা তো দলকেই সেবা দিবে , জনগণকে নয়",negative
এই খবর ২ দিন আগেই এসেছে অন্য পত্রিকাতে,negative
এখানে এরকম দু একটা ঘটনা কিছু প্রাণ যাবেই,negative
জিয়াউর অসাধারন ক্যাচ,positive
পরাজয়ে ডরে না বীর(গল্পের বীর),positive
"এতদিন তো একে ভালো মানুষ বলেই মনে হতো , কিন্তু নির্বাচনী হলফনামায় যে তথ্য দিয়েছেন তাতে তো উনার থলের বিড়াল বের হয়ে গেলো , এখন দেখার বিষয় আরও কতগুলা বিড়াল বের হয়",negative
ভাই হতাশ হবেন না,positive
এ কি হল?,negative
তিনি দোহার থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি) আলমগীর হোসেনকে অবৈধভাবে বালু উত্তোলনকারী ও ট্রাকমালিকদের আটক করার নির্দেশ দেন,positive
এমন খেলাই দেখতে মন চায়,positive
ধন্যবাদ ‘পয়েন্ট’ ধরিয়ে দেয়ার জন্য,positive
জিয়ো আর জীনে দো,positive
আমরা ক্রিকেট খেলায় ভারতকে ভয় পাই না,positive
শেষ পর্যন্ত ফাইনাল এও এক মোড়ল রাজত্ব করবে,negative
আজাওজা মহাজোট ওই জুয়া খেলায় না জড়ালেই পারত,negative
রাষ্টপতি/সুপ্রিমকোর্ট কেউ কি পারবে এই সৈরাচারের হাত থেকে এই দেশ ও জনগণকে রক্ষা করতে? আমরা মুক্তি চাই আমরা শান্তি চাই,negative
আর বাংলাদেশের ক্ষেত্রেতো ফাউল করলেও আবেদন করার লোক নাই,positive
মমতা ব্যানার্জি আসলেই কট্টর ধরণের মানুষ,negative
ভুল বললেন মাননীয় প্রধানমন্ত্রী,negative
আমাদের দেশের অনেকের কাছেই তো প্রয়োজনের চেয়ে অনেক বেশি সম্পদ আছে,negative
বাংলাওয়াশ,positive
বাংলাদেশ জিতবে ১০০%,positive
ব্রাজিল যদি সহজ গ্রুপে এ পড়তো তা হলে ব্রাজিলের গ্রুপে ইরান থাকতো... সব গ্রুপে অপেক্ষাকৃত দুর্বল ২/১ টা দল আছে সহজ হিসাব টা আমরা মানতে পারিনা কেন?,positive
"উফফ, মনটা খারাপ হয়ে গেল",negative
বাঙালীরা আসলেই সত্যিকারের অদম্য জাতি,positive
সব বিএনপি এবং জামাতের কাজ,negative
সরকার আর কিছুদিন কঠিণ হয়ে থাকলেই বাকি সব দাবী থেকেও সরে আসবে,negative
"ভয়হীন ক্রিকেটের যে প্রতিশ্রুতি মাশরাফি আমাদের দিয়েছেন, সেটা করলেই চলবে",positive
"আমার মতে নাসির, রেযা, রাজ্জাক এর পরিবর্তে মমিনুল, জিয়া এবং সোহাগ কে দলে নেওয়াটাই হবে সঠিক দল নির্বাচন",positive
লঙ্কানদের অভিনন্দন,positive
ঘুঁণে ধরা সমাজ ব্যবস্হা পাল্টাতে হবে,negative
"সবই দেখি জামাত বিরোধী মন্তব্য ছাপা হচ্ছে, জামাতের পক্ষে কি একনজও নেই ? নিবন্ধন বাতিল করে অন্যায় করা হয়েছে এর তীব্র প্রতিবাদ জানাই",negative
"গনতন্ত্র আজ পদদলিত, স্বৈরাচার মাথা তুলে হাসছে ....!এটাই সোনার বাংলাদেশ",negative
এবং এ ব্যাপারে সে সবার আইডল হতে পারে,positive
এদেশে নির্বাচন হবে শুধু ৫ই জানুয়ারির নির্বাচন মার্কা,negative
একনায়কতন্ত্র কখনই কোন দেশের মঙ্গল বয়ে আনেনি আর আনবেও না,negative
অশেষ ধন্যবাদ তোমাকে,positive
মেসি নেইমারদের মধ্যে ঠিকই শ্রদ্ধাবোধ আছে... যেটা আমাদের অনেকের মধ্যেই নাই,negative
দগদ‌গে ঘা ছিল বিশ্ব কা‌পের পর হ‌তে কাল মলম দি‌য়ে দিল টিম টাইগার,positive
আননদ না দুখের জল দেখতে চায়,negative
প্রধানমন্ত্রী ইচ্ছা প্রকাশ করেছেন তাই যে কোন কৌশলে হোক এটা হতেই হবে; এই হল প্রধান কথা,negative
"বাংলাদেশে এবং পশ্চিমবঙ্গে যত আর্জেন্টিনা-ভক্ত আছে, আর্জেন্টিনা ছাড়া পৃথিবীর আর কোথাও নাকি তেমনটা নেই! আরে ভাই, ধরুন বাংলাদেশে আছে ৭ কোটি, পশ্চিম বঙ্গে ধরলাম আর ও ৫ কোটি",positive
খবিশ কে??? সবাই জানে.......... অসুস্থ আর খবিশ ???? চাই না,negative
"আমরা সবাই চোর আমাদেরই চোরের রাজত্বে, নইলে মোরা চোরের সাথে মিলবো কী শর্তে",negative
"যেসব পুরুষ এর বিপক্ষে বলেছেন, খবর নিয়ে দেখেন তারা কখনই নির্যাতনের প্রতিবাদ করেন নাই, শুধু দেখে গেছেন",negative
কেয়ারটেকার সরকার প্রথা 'ঘোলা' করার জন্য বিএনপিই দায়ী,negative
মনে হয় জারমানের কাছ থেকে ঘুস খেয়েছে,negative
হাজারো ধিক্কার-ঠাট্টা-পরিহাসের পরও একই সঙ্গে বেহায়া এবং ক্ষমতাধরেরা 'যেই লাউ সেই কদু'ই থেকে যায়,negative
ধাক্কা খাওয়ানোর জন্যেই পূর্ব পরিকল্পিত সব ব্যবস্থা,negative
তারকাদের তারকা সালমান শাহ,positive
আনিসুল হকের নামে কোন মামলা ছিল না,positive
একটা রাজনৈতিক জোটের নেতাদের কি পরিমাণ দেউলিয়াত্ব থাকতে পারে তার জ্বলন্ত প্রমাণ ২০ দলীয় জোট,negative
"শিবির -- বিএনপির কাছে অনুরোধ অন্তত লাশবাহী গাড়িতে পেট্রোল বোমা মারবেন!-- লাশবাহি গাড়ি নাহয় অবরোধ মুক্ত, নেতা-নেত্রি’র গাড়ি কিভাবে চলবে? জানাজায় কিভাবে অংশ নিবে? আর জনগন-ই বা কিভাবে অংশ নিবে?",negative
কাঁড়ি কাঁড়ি টাকাও কিনতে পারেনি তাঁর দেশপ্রেম,positive
"আমাদের উচিত হবে সাহিত্য, বিজ্ঞান, প্রযুক্তি প্রভৃতির উন্নতি সাধনে চেষ্টা করা",positive
"যারা আইন নিয়ে নাড়াচাড়া করেন তাদের কাজই হলো আইনের বিষয়কে কঠিন ভাবে সাধারন মানুষের কাছে উপস্থাপন করা, যেন কিছুটা বোঝা যায় , বাকীটুকু বোঝা র মত মাথার উপর চেপে থাকে",negative
বিশ্বকাপে জয় তুলে নিয়েছে প্রথমবার খেলতে এসেই,positive
হায়রে বাংলাদেশ !! দেশটাকে কেউ ভালবাসেনা !! যারাই ক্ষমতায় আসে তারা নির্লজ্জভাবে নিজেদের আখের গোছাতেই ব্যাস্ত,negative
জামাত- শিবিরকে দিয়ে আর যাই হোক দেশের উননতি হবে না,negative
নিজেকে এক ভাববেন না ! কি দরদ,negative
অসাধারন! নিজের ভিতর কেমন যেন অন্য রকম একটা স্পৃহা তৈরি হল,positive
ছাত্রলীগের পিস্তল দেখেন নি?,negative
এমনিতে এদের দ্বারা খুব একটা উপকার তো দেশের হয়না,negative
মন্ত্রী এম পি দের চরিএ এমনই হয়,positive
"যারা `আমার ভোট আমি দিব' -এ তত্ত্বে বিশ্বাসী নয়, তাদের মুখে কুট রাজনীতি, বিএনপির সাংগঠনিক দূর্বলতা, ইত্যাদি সমালোচনা করা সহজ",negative
পাকিস্তান এমন কোন দেশ না যে তাদের দিকে তাকিয়ে থাকলে বিএনপির লাভ আছে,negative
একেই বলে আদর্শ পিতা,positive
কথিত কিছু বুদ্ধিজীবিদের তুলনায় কিছু কিছু পাঠকের মন্তব্য বুদ্ধি বৃত্তিক এবং সময়পোযগি যা কিছু অন্ধদের চোখে আংগুল দিয়ে দেখিয়ে দিলেও দলীয় বৃত্তের বাইরে যেতে পারেনা,positive
আর জিতলে বলবেন জনগন জয় ছিনিয়ে এনেছে,negative
সামাজীক এবং অর্থনৈতিক ক্ষেত্রে বাংলাদেশের যে উন্নতি তাতে মার্কিন যুক্তরাষ্টের অংশিদারিত্ব নেই বরং জঙ্গীবাদের যে প্রাদুর্ভাব বেড়েছে তাতে মার্কিন যুক্তরাষ্টের বড় ধরনের অংশিদারিত্ব আছে,negative
অবাক হবার কিছু নেই,negative
আর তাদের বাংলাদেশী সাপোর্টাররা বিজয়উল্লাস করতেছে,positive
"হাঁটু আছে, হাঁটা নাই তাই এই সমস্যা",negative
অবাক হয়ে ভাবি এত স্ট্যামিনা আসে কই থেকে,positive
নববর্ষের সঙ্গে নতুন কাপড়ের কী সম্পর্ক? নতুন কাপড়ের সঙ্গে সম্পর্ক ভোগবাদের,negative
শুভ কামনা বাংলাদেশ এর জন্য,positive
"আমরা যারা বিএনপি, আওয়ামি লীগ বা জামাত কোন দল সমর্থন করিনা তাঁদের অধিকাংশরাই উক্ত তিনদলের বিদায় চাই !!! আমরা উক্ত তিন অপরাজনৈতিক দলের হাত থেকে মুক্তি চাই",negative
আফসোস আমাদের একটা খেলোয়াড় যদি এই রকম মেরে খেলতে পারত,negative
সভ্যতার দিক থেকে বাংলাদেশ একটু পিছিয়ে তা সত্য,negative
"সিইসি কে ....পাঠানো হোক, ভাই আপনারা কি বলেন ?",positive
উপরওয়ালা দেশের মঙ্গল করুন,positive
শুভ কামনা বাংলাদেশ টিমের জন্য,positive
"আপনি ভুল পড়েছেন........ এখানে লিখেছে প্রথম দ্বি'শতক,টি তারই",negative
স্বাধীন বাংলাদেশ আজ হুমকির মুখে,negative
আসলে কোনটা জাতিসংঘের সাধারণ পরিষদের অধিবেশন আর কোনটা দলীয় জনসভা প্রধানমন্ত্রী সেটার পার্থক্য করতে পারেননি,negative
সত্যি কথা,positive
এক বছরের মত সময় ধরে ওন লাইনে বাংলাদেশ ও ভারতীয় বাংলার বেশ ক'টা টিভি চ্যানেল দেখে আসছি তার মধ্যে লন্ডন ভিত্তিক দুইটি চ্যানেল রয়েছে,negative
খেলায় হার-জিত থাকবেই,positive
"দাম্ভিকের পেট্রলবোমা শুধু মানুষই পুড়ায়নি,পুড়িয়েছে সংলাপ, বিএনপি ও চেয়ারপার্সনের রাজনৈতিক ভবিষ্যত",negative
সেই জন্য তারা ভাল মন্দ মিচার না করে লাফালাফি করে,negative
তার জন্য আধুনিক শিক্ষায় শিক্ষিত জিন্নাহ ধর্মের জোয়ার তুলেছিলেন,negative
জাসদ উন্মুক্ত প্রতিযোগিতা চায়! খুবই মজার ব্যাপার,negative
শেখ হাসিনার কাছে কিছু আশা করেন না? এই মুহূর্তে এটাই তো বেশি প্রয়োজন,positive
আওয়ামী কমিশন বলা উচিত,negative
আমি মনে করি কুব সুনদর হবে আগামি নিরবাচন ১৮ দল কিন্ত কুনদল না হয়,negative
কথা সত্য,positive
শুধু নিজের স্বর্থের জন্য আর কত নিচে নামা সম্ভব! শুধু ক্ষমতা! তার জন্য কি যা ইচ্ছা তাই করা যায়?,negative
"তাহলে আর কি লাভ হোল, আমরা ভেবেছিলাম, বিবাহ অনুষ্ঠান উপলক্ষে মা বাবার বাড়তি খরচ ঝক্কি ঝামেলা বেচে গেল",negative
আর তাই তো এখনো মুজিব কন্যার স্নেহ ভাজন মাননীয় মন্ত্রী,positive
ভাল লিখেছেন,positive
বর্তমানে দেশে সকল পরীক্ষার প্রশ্নপত্র যেভাবে ফাস হচ্ছে তাতে পরীক্ষা নেওয়ার কোন দরকার আছে বলে মনে হই না,negative
আমরা পরাজিত হতে পারি না,positive
আপনাদের বানীর থোড়াই কেয়ার করছে কে? ধীরে ধীরে এক এক সবাইকে খাসী বানিয়ে দেবে,negative
লজ্জা ! লজ্জা !! লজ্জা,negative
শুধু প্রতীক দেখেই এত ক্ষোভ ? সভ্যতা বিরোধী বলতে কোন সভ্যতা বুঝালেন ? ১০০ বছর আগেও কিন্তু পশ্চিমা দেশ গুলোতে নারীদের ভোটাধিকার ছিলনা,negative
মনের কথা বলে দিলেন,positive
তাই সময়পোযোগি লিখার জন্য ধন্যবাদ,positive
’ বিষয়টি আসলেই দুঃখজনক,negative
"শেষ পর্যন্ত যে দলই বিশ্ব চ্যাম্পিয়ন হোক, মানুষের হৃদয়ের চ্যাম্পিয়ন কিন্তু এরই মধ্যে হয়ে গেছে জার্মানরা",positive
ধন্যবাদ আপনাকে,positive
এভাবে চললে ফাইনালে আর খেলতে হবেনা,negative
অসাধারন লিখেছেন স্যার,positive
মানুষগুলো এখন শুধু রাজনিতীকের ভোটের সংখ্যা,negative
মুড়ি খান - মওকা মওকা,negative
মনোভাব বুঝতে থাকুন আর ঘুম যান,positive
"কখন কোন বোলার দরকার, সে এই জিনিসটা খুব ভালো ভাবে সামাল দেয়",positive
"আমার একটি আস্থা ছিলো যে ভারতীয় পেশাদারেরা যা সত্য তাই বলেন, কারো পরোয়া করেন না",negative
"মাঝে মাঝে এদেশের কিছু মানুষের কর্মকাণ্ড অামাদেরকে বড়ই অাশাবাদী করে তুলে, অাবার ঘুরে দাড়ানোর প্রেরণা যোগায় শত হতাশা অার ব্যর্থতার পরও",positive
এই সব হাবিজাবি লোককে আওয়ামী লীগ দলে নেয় কি কারণে তা আল্লাহ মালুম,negative
বাকশালের পরিনতির শিক্ষাটা নিতে পারেন নাই,negative
বেশি দিন টিকে থাকবেও না,negative
সাবাস সাকিব,positive
সামনে নির্বাচন,positive
মেসির হাতে যদি ট্রপিটা না উঠে তবে এটা হবে উতিহাসের সবচেয়ে নেষ্টি অার অবিচারের বিশ্বকাপ ! অার্জন্টিনাকে চ্যামপিয়ন হিসাবে এবার সবচেয়ে বেশি মানাবে,negative
জনতার হাতে আটক অতঃপর বন্ধুকযুর্দ্ধে নিহত,negative
বিএনপি জামায়তকে সঙ্গে না নিলে আজ আওয়ামী লীগকে জাতীয় পার্টিকে কাছে টেনে নিতে হত না,negative
আওয়ামিলীগ বিএনপিকে কিছু মনে না করলেও জনগণ কোনটি সঠিক তা বোঝে,negative
বিশ্ব যখন সামনে এগোয় আমরা চলি পেছনে,negative
"বাংলাদেশ জিতেছে,বাংলাদেশের পক্ষে যেমন রেকর্ড হয়েছে তেমনি বিপক্ষেও রেকর্ড হয়েছে",negative
আমরা যদি না জাগি মা কেমনে সকাল হবে? তোমার ছেলে উঠবে মা গো রাত পোহাবে তবে,positive
একটি মেয়ে দেশের সবচেয়ে সুরক্ষিত এলাকায় ঘর থেকে বের হয়ে ফিরে এলেন না,negative
কোয়ার্টার ফাইনালে পাকিস্তান শিখবে ১৯৯২ আর ২০১৫ এর ফারাকটা,negative
পাকিস্তানের শোকে বুকে বড় ব্যাথা,negative
মোল্লাতন্ত্র এ উপমহাদেশের একটা বড় সমসসা,negative
কোনো জামাত শিবির বা ৭১ এর ঘাতক দালালদের সন্তানেরা যাতে সরকারি চাকুরিতে স্থান না পায় সেটি নিশ্চিত করতে পারলেই মুক্তিযোদ্ধাদের ব্যাপারে সঠিক সম্মান জানানো হবে,negative
"অধিনায়কত্ব উপভোগ করতাছেন,তারমানে আমাদের কপালে আরো দুর্ভোগ আছে",negative
লেখাটা টা ভাল লাগলো,positive
শেখ হাসিনা গনতান্তরিক নিরবাচিত পরধান মন্তরি,positive
স্যারের লেখা বুঝতে হলে একটু সময় নিয়ে পড়তে হবে ভাই,positive
আপনি ঠিকই বলেছেন,positive
ছাত্র রাজনীতি মানে মাস্তানী,negative
ভালো কথা,positive
আমরা আমজনতা আছি খুব বিপদে,negative
আইসিসির পক্ষপাতদুষ্ট সিদ্ধান্তে আমরা হতাশ,negative
"আরো একবার আজ দেখিয়ে দাও ICC,তুমি কতখানি করতে পার.....!!!আর শুভেচ্ছা রইল গেইলের প্রতি",positive
আর সেটা হচ্ছে চকিত নিত্য (ফ্ল্যাশ মোব)! আশা করি ভবিষ্যতে এর যথাযথ বিকাশ ঘটবে এই বাংলার মাটিতে,positive
"বেচে থাকুক এবং ভাল থাকুক, বাংলাদেশের এই কিংবদন্তি অভিনেতা",positive
বাংলাদেশের যা কিছুই ভালো অর্জন হয়েছে সবকিছুই এসেছে আওয়ামি লীগের হাত ধরে,positive
এ ধরনের কথা বলার জন্য সংশ্লষ্ট পুলিশ সুপারকে সাধুবাদ,positive
ব্রাজিল টিমে অনেকগুলো সেকান্দর বাক্স আছে দেখা যাচ্ছে; আবেগে কাইন্দালাইছে :P,negative
আমার দেখা সর্বকালের সেরা দুজন খেলোয়ার মাহেলা ও সাঙ্গা! একটি বিশ্বকাপ যে তাদের প্রাপ্যই! অনেক শুভ কামনা ক্রিকেটের রূপকথার যুবরাজদের জন্য,positive
সারা বাংলাদেশ যেখানে খুশীতে ডগমগ করছে তাহারা দেখাচ্ছে ভারতপ্রীতি,negative
নেগেটিভ নিউজ করেন কেন? মেয়েরা পরপর ২ ম্যাচে পাকিস্তানকেও হারিয়েছে,positive
এই ঘটনায় আইনের শাসন নিয়ে সরকার বরং আরো প্রশ্নবিদ্ধ হয়েছে,negative
জনগন এখন আর বিম্পি’র কথায় বিশ্বাস করে না,negative
"এই দল অনেক ভাল কিছু দিয়েছে, আমাদের নিরানন্দ জীবনে দিয়েছে অনেক বিনোদন",positive
"জামাত হটেছে, এতো তো আপনার খুশি হবার কথা",negative
পাকিস্তানী বাহীনির শাসক নেই,negative
ক্লিন ইমেজের লোক,positive
কঠোর হাতে এখনই জঙ্গী দমন করা হোক,positive
নিরমল হাসি,positive
সরকারি মন্ত্রণাদাতারা ও তাদের তথাকথিত শুভানুধ্যায়ীরা উদ্ভট ও অসাংবিধানিক মন্ত্রণা দিচ্ছেন,negative
ডিস লাইক অনেকের মাঝে ঝগড়ার সৃষ্টি করাতো,positive
সুপার লাইক,positive
পূনশ্চঃ ধন্যবাদকে কেউ গালি মনে করলে আমি দায়ী নই,negative
ইনশা আল্লাহ বাংলাদেশ জিতবে,positive
এরা আমাদের বাংলাদেশকে আবোরজনা বানিয়ে ফেলেছে,negative
কিছুদিন পর শুনবেন গ্রিনেজ বুকে নাম তোলার ১১জন এর ১০জন ০ রানে আউট,negative
"বেপার না, বাঘের বাচ্চা ফিরবেই ফিরবে",positive
নির্বাচন সুষ্ঠু ফলাফল নিয়ে কারো আপত্তি থাকবে না,positive
আর পরীমনিকে আরেকবার ধন্যবাদ এবং অভিনন্দন জানাই,positive
"ঐ লগি বৈঠার আগেও বিম্পি আমলের শত শত হত্যার বিচার বাকি আছে, সেগুলো ফেইস করবেন? অতএব সাধু সাবধান",negative
রেফারির তারিফ না করে পারছি না,positive
গায়ের জোরে দীর্ঘসময় ধরে ক্ষমতা ধরে রাখার নজির বিশ্বের কোত্থাও নেই,negative
বাংলাদেশ আগের মত নাই,negative
ধন্যবাদ,positive
সন্ত্রাসবাদ প্রতিরোধ ও নির্মুলেও আমাদের পাসেই থাকবে ভারতের প্রধানমন্ত্রীর আজ সে কথাই বলেছেন সে জন্য ধন্যবাদ,positive
"আপনাকে ধন্যবাদ, সাইয়েদা ওয়ারসি",positive
২০০৯ ওয়ার্ল্ড টি-টুয়েন্টি এর প্রথম ম্যাচে ইংল্যান্ডকে ১৬৪ রান চেজ করে হারিয়েছিল এই নেদারল্যন্ডস,positive
এমন লেখা ছাপলে লেখক ক হয়তো প্রমান দেয়ার জন্য ধরবে,negative
কিন্তু বর্তমানর ওর কথাগুলোয় ওকে উদ্ধত মনে হচ্ছে,negative
উন্নয়নের মডেল,positive
আর উপভোগ করবে সরকারী দল,positive
'বাংলাদেশ' বানানও জানেনা,negative
দেখা যাক না!!! বাশারের বাবা কিন্তু আরব ঈজরায়েল যুদ্ধের খলনায়ক,negative
তখন ফারাজও তাঁদের ফেলে রেখে বেরোতে অস্বীকৃতি জানান,negative
অসাধারন লেখা,positive
বিপদজনক,negative
আই সি সি এন্টি করাপশন এই বিষয়টি খতিয়ে দেখবেন আশা করি,positive
কিসুতে কাজ হসসে না,negative
"জীবনে খুব কম সংখ্যক লোক কে হিরো ভাবতাম, তার মধ্যে মোহাম্মদ আলী একজন! আল্লাহ তাকে শান্তিতে রাখুন",positive
এরা আগামী দিনের দেশের ত্যাগী নেতা,positive
এত হিসাব নিকাশের কিছহু নেই,positive
উৎপল শুভ্রের এ লেখার সাবলীলতা - যুব-মানসের জন্য একই সাথে সাহিত্য-চর্চার সুন্দর সুযোগ সৃষ্টি করে দিচ্ছে,positive
তিন বেলা খেতে পায় না অন্তত দেড় কোটি মানুষ,negative
এটা রিতীমত সন্ত্রাসী হামলা,negative
অভিনন্দন,positive
জামায়াতি পয়সা ভালই ফল দিয়েছে দেখছি,positive
জনগণকে আপনার মাদ্রাসার ছাত্র মনে করবেন না,negative
আগামি ৫০ বছরের মধ্যে নির্বাচন নামক থেলা না দেওয়ার জন্য আবেদন জানাচ্ছি,negative
সুতরাং জিন্দাবাদই বলুন আর জয়বাংলাই বলুন বাংলাদেশ প্রেম যে কারোর মধ্যই নাই এটাই বাস্তবতা,negative
একেই বলে খেলোয়াড়,positive
"ভাই আমাদের হৃদয়ের মণিকোঠায় এমনিতেই থাকবেন, চিরকাল",positive
আশা করি এইবারও অপরাধীরা পার পেয়ে যাবে যা আমরা অতীতে অনেকবার দেখেছি,negative
খারাপ ফর্ম এর কারনে যদি মুশফিককে বাদ দেয়া না যায় তাহলে এই নির্বাচক কমিটিকে বাদ দেয়াটাই হবে যুতিসংত,negative
যে যত যাই কিছু বলুক না কেন এই হারটা ব্রাজিল যদি আরজেন্টিনা থেকে হারত ফাইনালে তাহলে সেটা দেখে আর ভাল লাগত এবং খুশি হতাম,negative
হইছে,positive
বাংলাদেশ বিদেশের মাটিতে ভালো খেলে,positive
আর অস্ট্রেলিয়ার মাটিতে ভারত জিতেছে ১০টা হেরেছে ৩০টা,negative
ওর চাইতে বুড়ো বুফন অনেক ভাল,positive
"এই (জনগন কর্তৃক নির্বাচিত নয়) সরকার নিজের স্বার্থ জন্য সবকিছু করে তাহলে কেন সে, বোঝে না সে বোঝে না",negative
ব্রাজিল সবসময় সুবিধা পেয়ে থাকে,negative
জার্মানদের মনে দয়া মায়া বলতে কিছু নাই,negative
দারুণ,positive
আবারও চোক করল দক্ষিণ আফ্রিকা,negative
পেট্টোল বোমার সময় মানবিকতা কোথায় যায় ? বোমাহতদের স্ত্রী-সন্তানদের সময় মানবিকতা কি কচু খেতে যেয়ে লুকায় ?,negative
"সাথে ছিলাম, আছি, থাকব :)",positive
"আবহে ইংগিতে মনে হচ্ছে, কমপক্ষে ঢাকা উত্তর তাদের চাই ই চাই",positive
বব ডিলানের জন্য অভিনন্দন,positive
প্রতিদ্বন্দীতা হবে আশা করি,positive
