text,labels
সাংবাদিকদের সরকারের পখ্যে লিখতে একরকম বাধ্য করার রাসতা করা হচ্চে,negative
এটা কি একজন ইন্জিনিয়ার এর লেখা না প্রভুপুষ্ট ভার এর লেখা - আমি বিভ্রান্ত,negative
বিএনপির বিষয়টি আব্বাস- খোকার ব্যক্তিগত রেষারেষিতে নেই,negative
রাজনীতিতে সুবাতাস বইছে !!! তা তো দেখতেই পাচ্ছি বিএনপি কে রাজনীতি থেকে উচ্ছেদ করার চেষ্টার মাধ্যমে,negative
ন্যাটো জোট সরাসরি হস্তক্ষেপ করলে রাশিয়া লেজ গুটিয়ে পালিয়ে যাবে,negative
আমি দোয়া করি অনার সফলতা,positive
"বুকে সাহস রাখো, তোমরা অবশ্যই পারবে",positive
খালেদার শান্তি সংঘাতে,negative
আওয়ামীলীগের সংলাপের প্রস্তাবের বিপরীতে ৪৮ ঘন্টার আলটিমেটাম যখন দেয়া হয় উপযাজক কোথায় ছিলেন?,negative
তারপরও বিশ্বকাপ আলাদা একটা জায়গা,positive
দ্রুত ঝুলিয়ে দেয়া হোক,negative
প্রতিদ্বন্দীতা হবে আশা করি,positive
"যারা `আমার ভোট আমি দিব' -এ তত্ত্বে বিশ্বাসী নয়, তাদের মুখে কুট রাজনীতি, বিএনপির সাংগঠনিক দূর্বলতা, ইত্যাদি সমালোচনা করা সহজ",negative
পুরো বাংলাদেশের ভাতিজা আসছে,positive
লেখককে ধন্যবাদ,positive
জনগণের পাশে জনগন আছে বলেই ওসমান পরিবারের পাশে কাউকে দাড়াতে হয়,negative
"ধন্যবাদ শেখ হাসিনাকেও , বিএণপিকে বাঁচানোর জন্য তারাতারি একটি নিবাচনের আয়োজন করার জন্য",positive
সানিয়া যদি মুসলিম না হত তাহলে আপনারা ভারতিয়রা তাকে নিয়ে এতো বাজে কথা বলতেন না,negative
"দেশকে জঙ্গি ও সন্ত্রাস মুক্ত রাখতে রাজাকার, জামাত, বিএনপি কে বর্জন করুন",negative
তিনি যে বল প্রয়োগের পথেই হাঁটবেন সেটা প্রায় নিশ্চিত,positive
অর্থাৎ আমরা নিম্নে ধাবমান............. ?,negative
দারুন একটি জয়! সাবাস বাংলাদেশ ক্রিকেট দলকে,positive
খবর পরে অনেক খারাপ লাগল,positive
সরকারি দলের লোকজন বা তাদের ঘনিষ্টরা ছাড়া আর কারা পাবে ?,negative
"হয়ত সংসদ ভবনের ওয়েবসাইট হ্যাক করার পরেও কোন ব্যাবস্থা নিতে পারেনি কিন্তু আপনার অনুপস্থিতিতে ‘দরজা-জানালা ভাঙা’সহ আপনার আবাসস্থল পরিদর্শন করবে, ওয়ারেন্ট ছাড়া আপনাকে আইন মেনেই ধরে নিয়ে যেতে পারবে বাকী টুকু রূপালী পর্দায়",negative
একান্ত সাক্ষাৎকারে সাকিব - পড়ার পর একথা অবশ্যই বলে দেয়া যায় আজকেও বাংলাদেশ হারবে,negative
লেখকদয় এখনো নবিশ,positive
"যে দলটা বাংলাদেশের সাথে ধবল ধোলাইয়ের শিকার হয়েছিল মাত্র কিছুদিন আগে, সেই দলের কাছে অষ্ট্রেলিয়ার বিরুদ্ধে এর চেয়ে বেশী কিছু আশা করা যায় না",negative
মনে হয় হেরে গেছেন,negative
মানুষ দিন দিন যেন হিংস্র পশু হয়ে যাচ্ছে,negative
লঙ্কানদের অভিনন্দন,positive
নেইমারসহ গোটা ব্রাজিলের প্রতি আমার সমবেদনা রইল,positive
"এই শিশুদের ছবি দেখে মন্ত্রীদের মনে কি কোন মায়া হয় না৤ আমার নামের প্রথম অক্ষর র, ভাগ্য ভাল আমি শিশু নই?",negative
এরাওকি সরকারের লোক ?,negative
কি করে জানলেন আমল দিয়েচেন কিনা ?,negative
আমলিগের দলকানা সুবিধাভোগি লেখক,negative
"অবস্থাদৃষ্টে মনে হয়, মানবাধিকার আর দেশের কারও মাথা ব্যথার বিষয় নয়",negative
অনেক ভাল চিন্তা,positive
আমরা এসে গেছি,positive
"একমাত্র উপার্জনক্ষম ব্যক্তিকে হারিয়ে এই পরিবার দুটি কীভাবে চলছে, তার খোঁজও কেউ নেয়নি",negative
অমানুষ,negative
লেখককে ধন্যবাদ,positive
"সবই তো বুঝলাম কিন্তূ শুধু এভাবে ঘরের ভিতর আলোচনা না করে আপনারা জগনের কাছে যান, জনগনকে সংগঠিত করুন",negative
বিএনপির নেতৃত্তের জন্য দরকার মওদুদ আহমেদ এর মত নেতা. তবেই বিএনপি ঘুরে দাড়াতে পারবে,positive
বাংলাদেশের পক্ষ থেকে অাগাম শুভেচ্ছা ও অভিনন্দন,positive
কালকে ভারতের কাছে গোহারান হারার পরেই টের পাবে নিজেদের আসল জায়গাটা কোথায়,negative
কিভাবে সিম্পল ক্যাচ ধরতে হয় সেটাও কি জানে না নাকি????,negative
অভিনন্দন বাংলাদেশ ক্রিকেট দলকে,positive
যদি আমিও এমন একটা ব্যবস্থা করতে পারতাম,negative
"কিন্ত ব্রিটিশ হাই কমিশনার যে সন্তষ্ট, এই কথাটা প্রচার করলেন না কেন? না কি এই নির্বাচনের ভালো কোন খবর, প্রথম আলো প্রকাশ করবে না?",negative
নাসিরকে দলে রাখলে আজকে ২/১ অভার বল করতে পারতো,positive
"প্রবাল ও শিপন, গলাবাজি না করে যদি আপনার কাছে কোন প্রমান থাকে তা হলে আপনি পুলিশকে জানাচ্ছেন না কেন ? আর যদি তা পক্ষপাতিত্বের ব্যাপার হয়ে থাকে তাহলে সেটা আলাদা কথা",negative
রাখাল বালকের বাঘ বাঘ বলে চিৎকার আর দেশে জঙ্গী আছে বলে চিৎকার করার মধ্যে কোন পার্থক্য দেখি না,negative
জে মন দল তেমন সরকার তারা দেশের কি ভাল করবে নিজেদের ত আনেক কালোটাকা আসে সেগুল ত সাদা করার সুযোগ রাখতে হবে,negative
সব জায়গায় দেখলাম ভোট ডাকাতি হছ্বে তারপর ও কিভাবে বি এন পি ভোটে থাকবে ?আজকের এই অবসতার জন্য অনেকের সাথে আপনারা ও কম দায়ী নয়,negative
তবে এ থেকে মনে হয় না দেশের রাজনিতিবিদরা কিছু শিখবে,negative
"নকল সোনার ব্যাপারেতো মাননীয়া প্রধানমনএী বলেই দিয়েছেন যে, এসব ঘরের গোমর ফাস করা ঠিকনা, তাতে দেশের বদনাম হয়",negative
"প্রিয় অধ্যাপক, খামাখা ধর্মবানী শোনালেন",negative
জিম্বাবুয়ে হারলেও সন্মানজনক ভাবে হারবে,positive
তামিমকে নিয়ে কোন বাজে মন্তব্য না করাই শ্রেয়,positive
এইজন্যই আমি আর্জেন্টিনা সাপোর্ট করি,positive
আশা করি আগামী ৩ টা ম্যাচই আমরা জিতবো,positive
ভারতের আশকারায় আওয়ামিলীগ ডোন্ট কেয়ার ভাব,negative
হতাশ গোটা জাতি,negative
ঢাকার মেয়র হওয়ার জন্য আওয়ামীলীগ ছারলেন,negative
"‘৫ মিনিটেই ভারতে হামলা চালাতে সক্ষম পাকিস্তান’- এহ, খুব একটা বিশাল কিছু করে ফেলেছে..!! পারলে হিংশা-বিদ্বেষ ভুলে ৫ বছরে দেশটাকে শান্তিপূর্ণ আর উন্নত দেশ করে দেখাক",positive
নিরবাচন কমিসনের কি দরকার,negative
সংলাপের ডাক প্রধানমন্ত্রীকেই দিতে হবে,positive
কি রাগ! হাঃ হাঃ,negative
মন্তব্য করতেই ভাল লাগে না আর,negative
ইতিহাস থেকে কেউ শিক্ষা নেয় না,negative
"এরা পুলিশ, র‌্যাব, আওয়ামি লীগ, ছাত্রলীগ, বিশেষলীগ.......সবচেয়ে বড় কথা এরা টিকিট চোর, কারও না কারো অনেক কষ্টের কাটা টিকিটের 'দখলবাজ'....এবং খুবই নীচু মনের মানুষ",negative
এতগুলো ছবির মধ্যে কারচুপির ছবি তিনটি,negative
মুজিবনগর সরকার না হয়ে জিয়ানগর সরকার হওয়া উচিত ছিল,negative
খুবই একপেশে লেখা,positive
যেহেতু ব্যালট পেপার কেউ চেলেন্জ করবেনা তাই সংখ্যা বসিয়ে তাদেরকে নিকটতম প্রতিদ্বন্দি বানানো হয়েছে,negative
Practice করেনা এরা,negative
আমাদের বিদ্যালয়ের অফিসকক্ষ ও পঞ্চম শ্রেণির ক শাখার ক্লাস হয় ১০ বছর আগে পরিত্যক্ত হওয়া এক ভবনে,negative
নাসিরকে দেশে ফেরত পাঠানো উচিত,negative
ক্লাব পর্যায়ে মেসি রোনালদোর অর্জন অনেক,positive
আওয়ামিলীগ বিএনপিকে কিছু মনে না করলেও জনগণ কোনটি সঠিক তা বোঝে,negative
কিন্তু এর মধ্যে রাজনৈতিক গন্ধ এবং উদ্দেশ্য না থাকাটাই বাঞ্চনীয়,positive
এ আর নতুন কি ?,negative
সুষ্ঠু নির্বাচন? আওয়ামিলীগ ১০০ তে ৫%,negative
সাবিক এবং মুসির খারাপ সময় এখনও চলছে,negative
আল্লাহ উনাকে জান্নাতবাসী করুন!এই দোয়াই করি,positive
এবং আমরা কোয়ার্টার ফাইনালে আল্লাহ তোমাকে লাখ লাখা শুকরিয়া,positive
"জনাব সোহরাব, আপনার জানের ভয় নাই?",negative
আমার দল আওয়ামী লীগ গত নিবাচনে একটা ভুল করেছে আবার ২০০৮ সালের নিবাচনে আরেকটা ভুল করেছে,negative
চামাৎকার,positive
কিন্তু ফিফা আর মিডিয়া মিলে সেটাকে আড়াল করে দিয়েছে,negative
এতে বুঝা যায় সন্ত্রাসীদের প্রতি নৈতিক সমর্থন রয়েছে,negative
"কোন স্বাভাবিক মানুষ এখানে বাস করেনা,করতে পারেনা",negative
জনগণ 'না',negative
জনাব দেশবাসির সামনে কথায় নয় কাজেই প্রমান দিয়ে নিজের ভাবমুর্তি পুনরুদ্ধার করুন,positive
নারী পুরুষ সমান অধিকার,positive
কিন্তু এটা জানি যে এদের পেছনে লাগা পাকিদের কম্মো না,negative
"তোমার জন্য শুভকামনা রইলো,সাঙ্গা",positive
আমার মনে হয় ফখরুদ্দীনের আমলেই সাধারন মানুষ নিজেদেরকে মানুষ ভাবতে পেরেছিল এবং সে কারনেই ২০০৮ সালের নির্বাচনে নির্বিঘ্নে ভোট দিতে পেরেছিল,positive
ঠিকই বলেছেন,positive
"আওয়ামিলীগ আর তার সাপোরটাররা যতই চিল্লাক, এভাবে কয়দিন ক্ষমতায় থাকে দেখা যাক",positive
হ আপনারে কয়ছে,negative
তাকে নিয়ে ঝূঁকি নিতে চাননি শেখ হাসিনা,negative
অবশ্য কিছু কিছু খেলোয়ার সব ফর্মেটেই থাকতে পারে,negative
মাহি ভয়ে ভয়ে আছে,negative
সমব্যাদনা রইল,positive
ধন্যবাদ স্যার এত সুন্দর লেখার জন্য,positive
ব্রাজিল তাদের সেরাটাই খেলছে,positive
ভাল কে ভাল বললে ভাল লাগে :),positive
বলা হয় ঐ কাজ শীঘরই করে দেয়া হবে .. তারপর আছে টাকা পরিশোধের পর আচমকা নতুনসব খরচের ফরদ,negative
"মনে হয়না, ম্যাদাম অথবা তার দল শাহাদাৎ বরণ করার আগে আর কোন সংলাপের সম্ভাবনা আছে",negative
এ কোন দেশে বাস করি যে নিজের দেশেরও খেলারও সমালোচক হয়,positive
আশা করি নাসির একবার ঢুকে পরলে তাকে আমরা লম্বা সময়ের জন্যই দেখব,positive
"সিদ্দিকুরকে নিয়ে দেশে একটা স্টারডমের প্রয়োজন আছে, তরুণদের মধ্য থেকেও উঠতি প্রতিভা গল্ফে উৎসাহিত হবে",positive
বিশ্বকাপের পরে আর তামিমকে চাই না,negative
উত্তম মন্তব্য,positive
সময়োচিত লেখা লিখে আপনি আপনার দায়িত্ব পালন করেছেন,positive
"জনগন গাধা না যে, পেট্রোল বোমবাজদের ভোট দিবে",negative
কে যে সত্য বলে বোঝা কঠিন,negative
আওয়ামীলীগ ত বলেই দিয়েছে যে কোন মূল্যে জিত্তেই হবে মুল্য গুলা যে কি সেটা এখন আর কারো বোজতে বাকি নেই সব পরিস্কার,negative
"হূমায়ুন স্যারের লেখা এত সুন্দর এবং হৃদয়স্পর্শী, যে কারোরেই মন ভরে যাবে",positive
তাবিথ ভাই ভয় নাই,positive
খান শওকত ট্রাফিক ডিপার্টমেন্ট -এর কোন সুপারভাইজার নন,negative
টিম ওয়ার্কও ভাল হয়নি,negative
আমার খোদার কাছে দয়া ও ক্ষমা প্রার্থনা করছি,positive
বিস্বাস হচচেনা ...বাংলাদেশ হেরে গেল,negative
এমন দেশ দরিদ্রদেশ হয় কোন যুক্তিতে? তাহলে ১৭০০ডলার আয়ের বাংলাদেশের তো অস্তিত্বই নাই,negative
আসুন সবাই মিলে দেশকে একটি সুন্দর সবুজ সোনার বাংলা হিসেবে গড়ে তুলি,positive
তার জন্য আধুনিক শিক্ষায় শিক্ষিত জিন্নাহ ধর্মের জোয়ার তুলেছিলেন,negative
শুভ কামনা বাংলাদেশ টিমের জন্য,positive
পাওয়া যাই নাই নাকি পুলিশ আর সোনার ছেলেদের ভয়ে যাইনি ???,negative
"একচুল দৈর্ঘ্য এর একক কিভাবে হয়? সবার চুলের দৈর্ঘ্য কি এক? কারো চুল ছোট, কারো চুল লম্বা",negative
"দেশ জাগবে কেমনে, এত চামচা দেশে থাকলে?",negative
আর এই জন্যই আওয়াশী লীগ এখনো ক্ষমতায়,positive
আর লজ্জাই বা কেন করবে .....কালো বিড়াল বলে কথা,negative
জিয়ো আর জীনে দো,positive
ঠিক বলেছেন,positive
একটু বেশী –ই মনে হইল,positive
এমনকি তোমার শোকাহত বাবা-মার কান্না মুছে দিতে আমাদের হাতও বাড়াতে পারিনি,negative
এ কাজ শুধু প্রশাসন ক্যাডারের কর্মকর্তাদের দ্বারাই সম্ভব,positive
চিৎকার করে গাইতে ইচ্ছে হয় জয় বাংলা বাংলার জয়,positive
"শ্রীলঙ্কার সর্বনাশ হয়নি, বরং লাভ হয়েছে",positive
বাংলাদেশের মত সাংবাদিকরা পৃথিবীর কোথাও এত দলাদলিতে লিপ্ত নয়,negative
এই তো আমার বাংলাদেশ,positive
আমাদের দিদির ওপরে কেউ নাই,positive
এই দেশে অভিযোগ ছাড়া নির্বাচন হয়নি হবেনা,positive
ব্যাপারটাকে গরু মেরে জুতা দানের মতই মনে হয়,negative
বি এন পি তিন জনকে বলির পাঠা বানাইয়া অযথা তাদের কোটি কোটি টাকা খরচ করলো,negative
"আমি কোরাল, লইট্টা ও সুরমা মাছ খেয়ে উপকার পাচ্ছি",positive
"সত্যিয় দেশ প্রেম, জয় হোক তোমার",positive
"হলিউড, বলিউড বাদ দিলাম এক সময় অন্তত কলকাতার চেয়ে বাংলাদেশের চলচ্চিত্রের অবস্থান ভাল ছিল, কিন্তু এখন?",negative
অসাধারন লেখা,positive
"এটা আমরা আগেই জানতাম যে বিশ্বকাপের পরেই নিষেধাজ্ঞা তোলা হবে, তার আগে নয়",negative
আবারো ধন্যবাদ অনেক কষ্ট করে লেখার জন্য,positive
এইদিকে পূরো দেশের উপর একনায়কতান্ত্রিকতা ভর করে আছে উনি পড়ে আছেন খালেদা জিয়া এবং তারেক জিয়া নিয়ে,negative
উপরোক্ত কথাগুলি সাথে একমত,positive
একটিও যেন জমিনের উপরে না থাকে,positive
উনি নির্বাচনী প্রচারণা চালালে আপনাদের সমস্যা হয় কেন ?,negative
"নিউজিল্যন্ড পৃথিবীর সুখী দেশগুলোর একটি, এখানে বিন্দু পরিমান দুর্ণীতি হয়না, কেউ কাউকে ঠকায়না",positive
নিবন্ধের শিরোনামটি প্রতারনামূলক! শিরোনামের সাথে বিষয়বস্তুর কোনো মিল নেই!! এই ধরনের শিরোনাম ট্যাবলয়েট পত্রিকায়ই মানায়,negative
ভারত কে হারানো এখন সময়ের বেপার মাত্র,positive
ইলেকশনের পরে দেশে যে সংঘরষ খুন খারাবি হয় নাই এটা কাইউম সাহেবদের হয়ত হতাশ করেছে !! ওনাদের এক্সপেক্টেশন অনেক বেশি ছিল,negative
বেসরকারি টেলিভিশন চ্যানেলে প্রচারিত প্রতিবেদন ১০০% সঠিক,positive
উনারা আগের মতো সরকারকেই সেবা দিয়ে যাবে,negative
ওদের ক্রসফায়ার দেয়া হউক,negative
"এটা হার নারে, এটা বিনয়",positive
ভারতের সাথে তুলনাটাও মন্দ করেননি,positive
ইনশাল্লাহ এবারো ইন্ডিয়ারে ধরায়া দিবে টাইগাররা এবং ইন্ডিয়ারে হারাতে পারলেই আমাদের বিশ্বকাপ জেতা হয়ে যাবে,positive
ওনার ছক্কা মারাটা জটিল লেগেছে,positive
বি এন পি/জামাত সরকারে এলে দেশি বোমা আর ককটেল পরুযুক্তির অনেক উননতি হবে আর বোমা ককটেল রফতানি করে বিদেশি মুদরা আহরনের অপার সমভাবনা আছে,negative
৩০কে কিভাবে ১০০তে টাইগররা মাঠে দেখিয়ে দেবে,positive
আর উপভোগ করবে সরকারী দল,positive
সিলেবাসের পড়ার চেয়ে যে বাইরের বা মুক্ত পড়া যে অনেক গুরুত্ব বহন করে তা প্রমানিত হোক স্কুল বিতর্ক উৎসবের মধ্য দিয়ে আবারও,positive
শুধু চেহারা দিয়েই যে ক্রিকেট খেলা যায় না তা বোঝা উচিৎ এই বোলারদের,negative
আওয়ামী লীগ সম্পর্কে লিখলেন তাও এতো ভদ্র ভাষায় !!! আপনাকে ধন্যবাদ,positive
"শাহ এন খান, আপনি কি মনে করেন আরো অনেক 'সত্য' ছিল যেগুলো তিনি বলতে পারতেন ?",negative
একটি অদ্ভুত লেখা,positive
আওয়ামী নেতারা প্রধানমন্ত্রীসহ ইতিমধ্যেই এদেশে খালেদা জিয়ার অস্তিত্ত্ব বহুবার অস্বীকার করেছেন এবং খালেদা জিয়াকে পাকিস্থানে যাওয়ার পরামর্শ দিয়েছে,negative
দাদাগো সেই দিন আর নাই গো,negative
জেএমবি হোক আর আইএস হোক সরকার এদের ধরতে পারেনি বা ধরেনি,negative
"অভিনন্দন মাহমুদ উল্লাহ্‌কে, ব্যাট হাতে ইংলিশদের শাসন করার জন্য",positive
আমি আপনার লেখায় উদ্বুদ্ধ,positive
প্রসাশন সব জেনেও চুপ,negative
"৪২ টি মুসলিম দেশের মধ্যে শুধুমাত্র ২ টি দেশ যুদ্ধাপরাধের বিচারের বিরোধিতা করেছে, অথচ আমাদের দেশে এই বিচারের যে কোন খবরে এই বিচারের বিপক্ষে কথা বলার জন্য ঝাপিয়ে পড়ে একদল গ্যানপাপি",negative
ভাল লাাগল জেনে,positive
ধন্যবাদ লেখককে,positive
নেইমারকে যখন ফাউল করলো সমস্ত ফুটবল প্রেমী মনে করেছে অন্তত লাল কার্ড দেখিয়ে জুনেগা মাঠ থেকে বাহির করে দিবেন রেফারী,negative
জঘন্য এই লোকটার এবং তার সহযোগীদের দ্রুত মৃতুদন্ড আশাকরছি,negative
"সোহরাব হাসান আপনি কেবল বইটির বিজ্ঞাপন করেছেন,খারাপ কাজটি করেছেন তা হল, আপনি বহু ভুল তথ্যের উপস্থাপনা এবং তথ্যের বিকৃত উপস্থাপনা করেছেন",negative
আল্লাহ তোমার রহমত দান কর বাংলার জনগণ কে,positive
তার পরেও খেলায় কি ফল আসবে তা বলে কয়ে আসে না,negative
অতিতে আমরা বেশি আশা করে বেশি নিরাশ হয়েছি,negative
হা ভোট না ভোট আমরা ও দেখেছি এরশাদ আমলে,positive
বাংলাদেশ কে হিসাবে রাখুন,positive
যেটা তিনি হারিয়েছিলেন ৫ জানুয়ারির নির্বাচনে,negative
জলিল হা হা ! জলিলও নায়ক ...ও পাখি,negative
এখন হাজিবাজি খেলা চলছে,negative
"ছাএলীগ, যুবলীগ এদের আবার ভয় কিেসর",positive
খবরটা পড়ে আমারও হাসি পাচ্ছে...... হা হা হা,positive
কোন বাহিনীর কর্মীরা যখন দলবদ্ধ হয়ে অপরাধ করে তখন তাকে কি বলবেন ?,negative
আাপনি চুপ থাক তে পারেন না,positive
সুভ কামনা রইল................মেসি,positive
ওনাকে কোচ বানালে আর সমস্যা থাকবে না,positive
আমার সবসময়ই মনে হয়েছে ক্যাসিয়াস অতি মুল্যায়িত গোলকিপার,negative
মানিকজোড়ের পাশাপাশি হালক এর খেলা দারুন লেগেছে,positive
সুষ্ঠ নির্বাচন সকলের কাম্য,positive
বৃটেনের মতো দেশে নেকাব পরা চিকিৎসক বা সেবিকা নেকামি ছাড়া আর কিছুই নয়,positive
"মমিনুলকে, আপনাদের অতিরিক্ত প্রসংসার কারণে আজ হারাতে বসেছি",negative
প্রধানমন্ত্রীর নির্বাচনকালীন সর্বদলীয় সরকারের প্রস্তাবে বিরোধী দলের সাড়া দেওয়া উচিত — এটাই সাধারণ মানুষের প্রত্যাশা |,positive
"আন্দালীব,মিত্র আজ ফেলানীদের মারছে",negative
খালি হাতে শুধু আমরাই,negative
"মুসলিম সংখ্যাগরিষ্ঠ কোন দেশের স্বাধীন হতে গেলে সব পরাশক্তিই বিরোধীতা করে এটিই স্বাভাবিক, বাংলাদেশের ক্ষেত্রেও এর ব্যতিক্রম হয়নি",negative
"গত দুই দশকের অভিজ্ঞতায় দেখা গেছে যখন যে দল ক্ষমতায় আসে, সেই দলই নিজস্ব লোক বসায়৷ এই নিজস্ব লোকেরা সবচেয়ে অদক্ষ, সবচেয়ে অথর্ব এবং সবচেয়ে অসৎ৷ রাষ্ট্রীয় প্রশাসনের প্রায় সর্বত্র এখন সততা ও দক্ষতার দুর্ভিক্ষ চলছে৷",negative
লল !! আল আমিন সাকিবকে দেখে ও বুঝল না নিয়ম ভাংগার পরিণতি কি ???,negative
সেটা বাতিল করে সরকার আমাদের মনে আঘাত করেছে,negative
"এত দিনে আইনিজীবির মতই কথা বলেছেন, যদিও পুর্বে ভিন্ন ভাবে ভাব প্রকাশ করতে",negative
ধন্যবাদ শাহবাগকে হেফাজতের আসল রূপ প্রকাশ করার জন্যে,positive
এখন ওনি নিশ্চয় অনুতপ্ত,positive
বাংলাদেশ যদি ভারতের সাথে কোন মতে জেতেও তবে নিশ্চিত যে অস্ট্রেলিয়ার সাথে হারবে তার থেকে ভারতই জিতুক যারা অস্ট্রেলিয়াকে হারাতে পারবে,negative
নড়াইল এক্সপ্রেস তার পূর্ণ গতি নিযে ফিরে আসুক এটাই কামনা করছি,positive
"না, এটা কোনভাবেই অস্বীকার করার উপায় নেই",positive
আপনি কি নিজেকে নিজে হিমু বানায় পেলেছেন নাকি,negative
অপরাধীদের দ্রুত বিচারের আওতায় বিচার হওয়া উচিত,positive
কিছু একটা অঘটন ঘটলে অনেক বিপদ আছে,negative
লেখকও দলবাজির উপরে উঠতে পারলেন না,negative
দলীয় আনুগত্যই তাদের উপাচার্য হওয়ার প্রধান যোগ্যতা,negative
যে দল ইরানের মত দলকে একটা গোল দেওয়ার জন্য অতিরিক্ত সময়ের প্রয়োজন হয় তারা নাকি বিশ্বকাপ জিতবে,negative
"আপনি, বিশ্বের বড় বড় সংস্থাগুলোর দিকে চোখ রাখুন",positive
ইচ্ছা করলে প্রধানমন্ত্রী এর চেয়ে বড়ো বড়ো চমক দেখাতে পারেন,positive
কুইক রেন্টাল বাদ দিযে মূত্র রেন্টাল চালু করলে মূত্র বিক্রয করে টাকা কামাই করা যেত ??,negative
প্রতিরোধ করতে হবে ধর্ম নিরপেক্ষভাবে,positive
মুক্তি অর্জন করতে হয়,positive
বাংলাদেশ দলের ব্যর্থতার ৭০ ভাগ সমালোচনা তার উপর দিয়ই যায়,positive
খুব দুঃখজনক,negative
অত্যান্ত ভালো একটা প্রস্তাব দিয়েছেন রাসেল সাহেব,positive
এটা ভারতের পুরান নীতি,negative
রাজাকারদের পাকিস্তান থেকে ফিরিয়ে দেশে পুনর্বাসনের ব্যবস্থা কে করেছিল সেটা তো সবাই জানে,negative
আমরাও পারবো না আপনাদের সাথে সহজ হয়ে মিশতে,positive
"এটুকু বুঝতে আপনাকে অনেক কিছু পড়তে হবে, আপনি এই ক্য লাইন ই না পড়ে কেবল শিরোনামই পড়েই কমেন্টস মেরে দিলেন , তো আপনি কি বুঝবেন বা বোঝাবেন",negative
অদ্ভুত উটের পিঠে চলেছে স্বদেশ,negative
এগিয়ে যাও ইরান,positive
জটিল লিখছেন স্যার,positive
শেখ হাসিনার অধীনে নির্বাচনকে নির্বাচন বলার কী অাছে ?,negative
বাংলাদেশীদের বিতাড়িত করার নামে আবার ভারতীয়দেরকে বাংলাদেশে ঢুকিয়ে দিয়েন না,negative
"আর, জানালাও বারবার সরে যায় একদিন সূর্যকে দেখি—ডুবে যেতে যেতে উঁকি দিয়ে যাচ্ছে তোমাদের জানালায় আমার জানালা থেকে যায় অধরাই স্পর্শহীন, সূর্যহীন",negative
বিএনপি মনেপ্রানে চাইছে সালাহউদ্দিন আহমেদ যেন সবকিছু ভুলে যান,negative
"সুজন তো ধোয়া তুলসি পাতা, ওর কিছু যায় আসে না",negative
"তামিমের উচিত সেচছায় অবসরে যাওয়া , নতুনদের সুযোগ করে দেয়া",negative
তত্ত্বাবধায়ক সরকার প্রশ্নে এখনো সরকারের একগুয়েমি মনোভাব ভবিষ্যতে আওয়ামীলীগকে আরো বিপদে ফেলবে,negative
কুমার সাঙ্গাকারা আর আমাদের মুশফিকের কথা বলার ধরনটা দারুন লাগে,positive
"যার সাথেই খেলা পড়ুক, কষ্ট করেই জিততে হবে",positive
"লেখাটা পড়ে যতটুকু হেসেছি, তার চাইতে বেশী হেসেছি আপনার কমেন্টটা পড়ে",positive
"বাংলাদেশের নেতারা ওয়েষট মিনিষটারের উদাহরন দেয়, আছে বুকের পাটা এইরকম ক্যামেরনের মত ?",negative
তবে লেখকের জন্য ভয়ও হয়,negative
চোখে জল আসে এই সব ঘটনায়,negative
বাপ রাসতায় থাক্তে ওদের ভয় কিসের,positive
ভালই বলেছেন,positive
"জনগণ ৫ জানুয়ারির নির্বাচন মেনে না নিলেতো সারাদেশে মিছিল-মিটিং করতো, রাস্তাঘাট-হাটবাজার বন্ধ করে দিতো",negative
রাজনিতিতেও হাসিনার কাছে খালেদা শিশু ...... আর কোন নিরবোধ শিশুকে দেশ পরিচালনায় দেখতে চাই না ....... দেশের ১২ টা বাজায় দেবে যেটা আগেও বাজাইছে,negative
কর্তব্যরত অবস্থায় পুলিশ অপরাধ করলে ওনাকেই এর দায় নিতে হবে,negative
অগণতান্ত্রিক সরকারকে কোনো সহযোগিতা নয়,negative
"তাবিথতো শুরু থেকেই বিম্পির শেখানো বুলি আউড়ে যাচ্ছে, তার পাল্টা একটা কথাও শুনবেন না!! বাহ দারুন আবদারতো",negative
"কখনো দ্রুত সেঞ্চুরি করে, কখনো হারা ম্যাচ জিতিয়ে আবার কখনো ডাক মেরে",positive
যে কোন বাজারের ধর্ম অধিক মুনাফা,positive
টাইগারদের জেতার সম্ভাবনা ৩০ ভাগ নয় ৩০০ ভাগ,positive
"তাকে ধরলেও আমরা সমালোচনা করি না ধরলেও সমালোচনা করি, আসলে আমরা যে কি চাই আমরা নিজেরাই বোধহয় জানিনা",negative
"অপরাধীরা জানে যে, বাংলাদেশের আইন শৃংঙ্খলা বাহিনী অত্যন্ত অযোগ্য এবং অদক্ষ",negative
আরব বিশ্ব যার কাছে তেল বিক্রি করবে সেই হবে নতুন আমেরিকা,positive
বাঙালি হিসাবে সেটা আপনার দূর্ভাগ্য,negative
ঠিক ঠিক,positive
অন্যথায়,negative
কবে যে আমাদের বোধোদয় হবে,negative
আসুন আমরা সবাই ২৬ মার্চ সাকিব মুশফিক দের সাথে নিয়ে জাতীয় সংগীত গাই,positive
"বাপ-বেটা এক হয়ে গেল, তাই আমার ভাই তোমার ভাই - মিন্টু ভাই আউয়াল ভাই",positive
কারণ পিচ খুব স্লো,negative
খেলার মাঠে কিভাবে রাজনীতি মিশাতে হয় ইন্ডিয়া আর পাকিস্তানকে দেখে শিখুন,negative
