text,labels
কই মেরাডনা আর কই মেসি? কিসের সাথে কি আর পান্তা ভাতে ঘি,negative
ভাই কিছুই বুঝিনা,negative
"কারো আর ভোট দেয়া লাগবে না, মে্যর কে হবেন ঠিক হয়েই আাছে !! চলুন গাই মওকা মওকা মাওকা",negative
ভালো লাগল পরে,positive
প্রথম চমক,positive
বিপ্লব শব্দটি মেমোরী থেকে ডিলিট করেন,negative
কিছু বাস্তবসম্মত কথা রুঢ় সত্য কিন্তু মানুষের ডিজলাইক পায় যেমন আপনার কমেন্ট,positive
"একবার মনে হলো লেখক ধান ভানতে শিবের গীত গাইছেন, ফের মনে হলো শিবের গীত গাইতে গাইতে ধান ভানছেন",positive
ফেয়ার নির্বাচন করার আগে অবশ্যই জাতিকে কুসংস্কার মুক্ত করতে হবে,negative
শুধু রাজাকার ও পাকিস্তানী ছাড়া বাংলাদেশীদের এই স্লোগানে বুক জ্বলার কথা নয়,negative
প্রতিটা পেট্রোল বোমা হামলার বিচার হতেই হবে এই বাংলার মাটিতে,negative
"সততি বলতে কি, এখনও কিছুই পাই নাই, ভারত বধই আসল পাওয়া",positive
পোপ আপনি আমাদের জন্য দোয়া করুন,positive
এই লোকগুলি যে কিভাবে মন্ত্রী হয় ভাবতে অবাক লাগে,positive
সরকারি কোন উদেদগ নেই,negative
ওয়ার্ল্ড কাপ শেষ হলে জ্বালাইব মনে হয়,positive
ধন্যবাদ,positive
আমরা হেগের কাছে বিচার চাই,positive
সানি গতকাল ৪ ওভারে ৩১ রান (ওভার প্রতি ৭.৪৪ রান) দিয়ে ম্যাচ হারিয়েছে তাইজুলও একই পথের পথিক দুজন টিমের দুশ্চিন্তার কারণ হয়ে দাঁড়াতে পারে,negative
আগাম সতর্কবার্তা বাংলাদেশের নাগরিক হিসেবে,positive
"আপনারা জনগণের চাওয়াকে ভয় পান,বিএনপি উস্কানি নয়, সেনাবাহিনীকে মাঠে রেখে সুষ্ঠু ও নিরপেক্ষ নির্বাচনের পরিবেশ তৈরি করতে চায়",negative
দেশীয় রাজাকারগুলা খুবই দুখু পাবে এটা পরলে,negative
"অধিনায়কত্ব উপভোগ করতাছেন,তারমানে আমাদের কপালে আরো দুর্ভোগ আছে",negative
এদের জন্যই দেশটা রসাতলে যাচ্ছে,negative
নির্বাচন দিয়েছে সরকারকে আন্দোলন থেকে বাঁচানোর জন্য,negative
একে বলে খেলা,positive
পূর্ণ সদস্যদের হারায় এটার মানে কী! বাংলাদেশ যে পূর্ণ সদস্য মিস্টার কপিল কি ইটা জানেন না. অবাক,negative
"ডাঃ সামন্ত লাল সেন, আপনাকে সালাম",positive
স্কিল আর মানসিক শক্তিমত্তার দিক দিয়ে অনেক পিছিয়ে আমাদের দলটি,negative
বাংলাদেশেও হতে বাধা কোথায়?,positive
বাকি ৬৩ জেলাকে অবিলম্বে ডিজিটালরুপে দেখতে চাই,positive
এটা কি নতুন আবিষ্কার?,positive
জাতি হাসিনার কাছ থেকে ও নমনীয় মনোভাব আশা করে?,negative
"ওই দুই নেতা বলেন, ‘পড়াশোনা করতেছো করো",positive
"হে আল্লাহ, ইসরায়েলকে তুমি ধ্বংস করো",negative
"মিঃ মকসুদ, ধন্যবাদ আপনাকে ভাল একটি লিখার জন্য",positive
এরা যে চাকুরি পাবার জন্য উঁচু শ্রেনীতে ভর্তি হচ্ছে যেটা আপনাকে কে বলল? আমিতো মনে করি মেধাবী তার যোগ্য স্থানে না নিলে শুধু শুধু মেধার অপচয় হয়,negative
তখন আমার দায়িত্ব কেও নিবে না,negative
নিজ দেশের প্রতিভাগুলো খোঁজ করেন দয়া করে,positive
বুঝতে পেরেছেন তাহলে,positive
তবে কেন কার বুদ্ধিতে সে ১৫ই আগস্ট জন্মদিন পালন করছে,negative
আপনার এই চিঠি আসলেই অরন্য রোদন,negative
"ফাকা মাঠে গোল , দর্শক নাই",negative
বাংলার মানুষ মুক্তি চায় গায়ের জোড়ে ঘাড়ে চড়ে বসা এই অনৈতিক সরকারের কুশাসন থেকে,positive
বিদেশ সম্পর্কে এত করে কই তবুও কেউ বুঝে না,negative
"এই সময় গণতান্ত্রিক সরকার ব্যবস্থা এই দেশে চলবে না, এই সত্য আগে মানতে হবে",negative
অভিনন্দন বাংলাদেশ,positive
গণজাগরণ মঞ্চ এখন কলার খোশে সরকার এর কাছে,negative
শাকিবের সঙ্গে তিশা এটা হল কিছু,negative
ওবামা কে ও ধন্যবাদ,positive
লেখার হেডিং - ড. আতিউর কিসের শাস্তি পেলেন? শাস্তি কোথায় দেখলেন স্বনাম ধন্য লেখক? ডক্টর আতিউর পদত্যাগ করেছেন,positive
বিএনপি তো ইলেকশনে আসতেই চায়,positive
পৃথিবীর কোন দেশে এরকম প্রধানমন্ত্রী আর মন্ত্রীরা দায়িত্বহীন কথা বলে না যা জনগন শুনলে লজ্জা পায় হাসে,negative
সবাই এগিয়ে যাচ্ছে,positive
"কী বিচিত্র এই দেশ, তার চেয়েও বিচিত্র এই দেশের মানুষ, সব অপেক্ষার বিচিত্র এই দেশর সরকারের চারিত্রিক বৈশিষ্ট",negative
খালেদা জিয়ার এত টাকা হল কোথা থেকে সেটাই তো প্রশ্ন,negative
কি বলে বুঝাব ভেবেই পাচ্ছিনা,positive
আজকে যদি ইংল্যান্ড হেরে যায় তাহলে টাইগারদের কোয়ার্টারফাইনালে যাওয়ার পথ আরও মসৃণ হবে,positive
আইসিসি ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ,negative
তাই এটুকুই বলব 'চোরে না শোনে ধর্মের কাহিনী',negative
এখনও মানুষ প্রয়োজনে রক্ত দিতে পারে,positive
দীপনের বাবা মার কষ্টের গভীরতা কোনদিনই অনূভব করা যাবেনা,negative
ভেবে দেখুন আমাদের জনসংখ্যা যদি ২০ লক্ষ বা ১ কোটি হত তবে কত সহজই না হত নিয়ন্ত্রন করতে,negative
ভারতীও উপমহাদেশে অষ্ট্রেলিয়ার বোলাররা পুরাই ফ্লপ,negative
বাংলাদেশে নিরবাচন হয়,negative
"যাইহোক,কে কি বলল সেটা ভেবে আমাদের লাভ নেই,আমরা এখন স্বাধীন জাতি, ইমরান খানেরা লুজার",positive
সেজন্য সরকার বিরোধী আন্দোলনও ভারপ্রাপ্ত অবস্থায় আছে,negative
ঢাকাবাসীদের ছিনতাইকারীদের হাত থেকে বাঁচানোর এছাড়া আর কোন পথ নেই,negative
"কিন্তু যাদের জন্য বলছেন, তাদের এসব কথা শোনার সময় কোথায় ?",negative
সবই ফিল্টারের খেল.. :),negative
"যারা টাকা পাচার করবে, তাদের অনেক রাসতা খোলা আছে",negative
কিন্তু কে বা শুনে কার কথা ?,negative
এরা হাসিনার সোনার ছেলে এরা শিক্ষকদের পিটাতেই পারে! যারা শিক্ষক পিঠায় তাদের দিয়ে দেশ কি আশা করতে পারে?,negative
আমার ভাবতেই অবাক লাগে একনও কেউ কেউ... al কে সামরথন করে,negative
"আপনার যা বোঝ,সত্যিইতো মাটি না থাকলে দাড়িয়ে আছেন কিভাবে",negative
আইনের কঠিন বিষয়গুলো আসিফ নজরুল স্যার লিখলে ভাল হয়,positive
"যেসব পুরুষ এর বিপক্ষে বলেছেন, খবর নিয়ে দেখেন তারা কখনই নির্যাতনের প্রতিবাদ করেন নাই, শুধু দেখে গেছেন",negative
সে সমাজে গণতান্ত্রিক মূল্যবোধের কোনো মূল্য নেই,negative
রুপমরা কই ? দেশের মান সনমান ডুবানো জংগি-ডাকাতরা খাইচে তবে এরা আর কেউ না,negative
বাংলাদেশের ব্যাটসম্যানদের আরও দাায়িত্বশীল হতে হবে,positive
আনিসুল হক সার আপনার কলম দিরঘজিবি হোক,positive
ধন্যবাদ কপিল দেবকে,positive
"আবুল, হাবুল, কুদ্দুস, মফিজ একই টাইপের জ্ঞানী লোক, এরা তিলকে তাল ভাবেন",negative
আন্দোলনের নামে অবরোধ আর হরতালের রাজনৈতিক অস্ত্রটি ভোঁতা হয়ে গেল,negative
অন্যগুলা বাদই দিলাম,negative
জয় হয়েছে বাকশালীদের!! গণতন্ত্র নিপাতযাক বাকশাল মুক্তি পাক,negative
"৬৭ বছরের পুরানো দলটি এখন যেভাবে বিরুধী মতের লোকদের দমন করছে, তা ইতিহাসে লেখা হয়ে থাকবে",positive
সাধারণ জনগনেরও চলচ্চিত্র থেকে মুখ ফিরিয়ে নেওয়ার অন্যতম কারন এই সালমান শাহ'র মৃত্যু,negative
অভিননদন আপনাকে,positive
ওনি আমাদের অর্থনীতিকে ধংশ করে দিয়েছে,negative
"আমার ও মনেহয় বি এন পি নির্বাচনে আসবে, নির্বাচন কমিশনকে আরও শক্তিশালী করা উচিত",positive
সব ইদুরের গর্তে,negative
লেখা পড়তে পড়তে চোখের কোনায় জল এসে গেল,positive
খেলে রাম খেলে যা ৷,positive
কোন রহস্যে আর্টিজান রেস্তোরাঁয় জঙ্গি হামলার ঘটনায় রক্তাক্ত জাকির হোসেন শাওন ওখানে আটকা পড়ে থাকলো !! আসলে কত জন মারা গেলেন আর কতজন অক্ষত অবস্থায় বাসায় ফিরেছেন - জানার দাবি রইল,negative
বোমা মারা যে আপনাদের কতটা ক্ষতি করেছে বুঝতে পারবেন ১৯সালের নির্বাচনে,negative
অতএব নির্বাচন করতেই হবে,negative
উপভোগের চেয়ে ব্রাজিলের সমর্থকেরা কষ্টটাই বেশি পেয়েছে ! যাক অবশেষে কষ্টের জয়ে স্বস্তি ফিরে এসেছে সেটাই অনেক কিছু,positive
সব সমস্যাতো ওখানেই,negative
"দেশের সবচেয়ে বড় সিঁধেল চোর হলমার্ক, ডেসটিনি, বিছমিললাহ",negative
এএসপি বশির বা তার পরিবারের কিছু হলে দেশে গজব নেমে আসবে নিশ্চিত - কারন এমন কিছু মানুষের জন্যই আমরা গজবের হাত থেকে বেচে থাকি,positive
যদি জনগনের ভোটেই বিশ্বাস থাকে তবে খালেদা জিয়াকে এত ভয় কেন??,negative
দেখি কে আটকায় এই জাতিকে,positive
আপনার অবগতির জন্য - ৬ বছরে সারের দাম কমেছে ৫ বার নন-ইউরিয়া সারের দাম কমায় উৎপাদন বেড়েছে দ্বিগুণ সারের জন্য কৃষকের দুশ্চিন্তা এখন অতীত ইতিহাস,positive
এরা নাকি মন্তরি মিনিষটার,negative
"প্রধানমন্ত্রীর শামীম ওসমানের পাশে থাকাতে পুরোপুরি নিশ্চিত হলাম, উনি আর জনগনের কথা ভাবেন না",negative
যে সরকার দেশবাসীকে হতাশ করেছে তাদের প্রতি বিশ্ববাসী হতাশ হবেন এটাই স্বাভাবিক,negative
আসা করি তাদের চোখে সমস্যাগুলো আসবে,positive
দেশে গনতান্ত্রিক অবস্থা বিরাজ না করলে আন্দোলন এরকমই হয়,negative
ইশ ! যদি বাংলাদেশটা সত্যিই এমন হতো,positive
আমরাই খেলব চ্যাম্পিয়ন ট্রপি,positive
রেফারিকে ম্যান অব দা ম্যাচ দেওয়া হোক,positive
দুই জোটের অপরাজনীতির বিরুদ্ধে ব্যালটে জবাব দিন,negative
"যেখানে মুক্তিযোদ্ধের মুল চেতনা ছিল গনতন্ত্র, ৬৯ এর ৬-দফার ১ম দফা ছিল গনতন্ত্র, আজ সেই গনতন্ত্র আওয়ামিলিগ দারা ধরষিত",positive
"বিদায় ভারত, এবার ঘরে যেয়ে আইপিএলে চুরির করে ম্যাচ জিতার প্যাকটিস কর",negative
সাবাশ টাইগার,positive
"কত কথা বলেরে !! ভাল ফল করলে সব কৃতিত্ব সরকারেরই শুধু, স্কুলের তো না-ই, এমনকি ছাত্রছাত্রীদরও না, শুধুই সরকারের কৃতিত্ব, আর ফল খারাপ হলে সব দোষ নন্দঘোষ",negative
আইসিসি'র এই বৈষম্য মেনে নেয়াটা আসলেই কষ্টকর,negative
হৈ হৈ করতে করতে হাত ধরে গোল করে ঘুরতে থাকার ভিডিও কই?,negative
খুব ভালো লেগেছে কথাটি,positive
"অধিক সংখ্যক পাশের হার শুধুমাত্র রাজনৈতিক উদ্দেশ্যেই, ছাত্র ছাত্রীর জন্যে নয়",negative
আপনার ডিসলাইক দেখে কি মনে হয় ?,positive
"যান জটের কারনে ঢাকা থেকে চট্টগ্রাম ১৫/১৬ ঘণ্টা লেগে যাই, সে ক্ষেত্রে কি করা যেতে পারে ?",negative
''টুটুলের অ্যাংরি বার্ডস'' বেশ লাগল,positive
অবশ্যই ম্যক্সিকান গোল রক্ষকের প্রশংসা করব,positive
"তাহলে ঘুমান ভাই, কি দরকার রাত জেগে খেলা দেখার এবং তারপর অাবার কমেন্ট করার",negative
জরিপটার গ্রহনযোগ্যতা প্রশ্নবিদ্ধ,negative
"সমস্যা হলো, শেয়ার বাজার নিয়ে সরকারের সাফল্য গাথা জনগণকে শেয়ার বাজার কেলেঙ্কারীর কথা মনে করিয়ে দিবে",negative
মাজার হবে যদি মুক্তিযুদ্ধা পত্নী ক্ষমতায় থাকে,positive
প্রধানমন্ত্রী এক কথাও মিথ্যা বলেনি,positive
"এটাই আমার দেশ, বাংলাদেশ",positive
মাঝেমধ্যে মনে হয় বাংলার মাটিতে কোনো মানুষ নেই—লোকজন আছে,negative
জনগণকে ব্যালটের মাধ্যমে জবাব দিতে আসলেই দিবেন তো?,negative
আর অপব্যবহার বেড়েছে দশগুন,negative
আমরা কি এখন ভাল আছি ?,negative
নেতা কর্মীরা যদি আতঙ্কে থাকে তারা কিভাবে প্রতিরোধ করবে,negative
আপনার যত ধরনের পদক্ষেপ নেবার প্রয়োজন তা নিন কিন্তু আমাদের হরতালকারীদের হাত থেকে রক্ষ করুন,positive
আশাকরি গ্রুপ পর্ব থেকেই ওরা বিদায় নেবে,negative
এবারের বিশ্বকাপটা আর্জেন্টিনার ঘরে যাচ্ছে এই বিশ্বাসটা দৃঢ় থেকে দৃঢ়তর হচ্ছে,negative
বাংলার আকাশে বাতাসে আজ হিংস্র শকুনের থাবা,negative
আওয়ামী লীগের থিংক ট্যাংকগুলো এখন শুধু বিএনপিকে নিয়েই ভাবে,negative
ঠিক বলেছেন,positive
নির্বাচনে না গিয়ে বিএনপি জোটই এই 'একদলীয় শাসন' প্রতিষ্ঠার দিকে আওয়ামী লীগকে ঠেলে দিয়েছে,negative
বাংলাদেশকে কিছু করতে হলে যেকোন মুল্যে আনামুল বিজয়কে দলে রাখতে হবে,positive
মজার ঘটনা,positive
"একজন বড় মাপের মানুষ চলে গেছেন , শুন্যসথান পুরন হয় নি",negative
ওকে আমার ভালোই লাগে না,negative
এগুলো সরকার এর অর্ডার দেয়া খবর,negative
"অপজিশান পাটি কি ঘুমিয়ে আছে নাকি ছুটি ভোগ করছে , কোন কমেন্টস্ নাই ????",negative
বাংলাদেশের নির্বাচন কমিশন একটি প্রতিকী সংস্থায় পরিনত হয়েছে| তাদের কাছে কোনো কিছুর প্রতিকার চাওয়া হচ্ছে অরন্যে রোধন মাত্র,negative
আনিসুল হককে এখন শুধু মেয়র ঘোষনা বাকী,negative
তারাই প্রকৃত দেশপ্রেমিক,positive
সমুদ্র ঘুমিয়ে আছে তোমার নয়নে,positive
আর তাদের বাংলাদেশী সাপোর্টাররা বিজয়উল্লাস করতেছে,positive
এ জন্য সঠিক ইতিহাস জানাটা বড়ই দুরহ কাজ,negative
সাধারন মানুষ মারা যাবেই,negative
অভিনন্দন মুস্তাফিজ,positive
আওয়ামীলীগ যেমনি তেমনি হউক খালি মাঠে গোল দিতে পটু,negative
"Fauzia-প্রচারণায় বাধা, এত অনিয়ম, ভোট ডাকাতি, কারচুপি এবং বর্জনের পরও বিএনপি লক্ষ লক্ষ ভোট পেয়েছে তার পরও বলছেন বিএনপি দিন দিন মানুষের সমর্থন হারাচ্ছে..হা হা হা",negative
ভয়ের রাজত্ব কায়েম করেছে ৫% ভোটের সরকার,negative
অভিনন্দন,positive
"এরা পুরা বাকশাল, এদের সহ্য ক্ষমতা মোটেই সেই ৭২ সাল থেকে",negative
রাবিশ,negative
হাওয়া ভবন আর জেএমবির কথা যাদের মনে আছে তারা জানেন অই সরকার কেমন ছিলো,negative
ফোউজিয়ারে দলকানা রোগে হিপনোটাইজ করেছে....... খালি মিথ্যা বলে যায়,negative
আনিসুল হকের কথা বার্তা সব আমার কাছে মনে হয় কমার্শিয়াল,negative
ঘুষ যেন আমাদের সমাজে সনমানেরও একটি অংশ,negative
"সাংবাদিকরা আগের মত আছে নাকি বদলে গেছে,জানি না",negative
শাবাশ এএসপি বশিরউদ্দীন,positive
যদি সত্যিকারের অপরাধী হয়ে থাকে তাহলে বিচার করা উচিত,positive
যাক একটা ভালো দিক,positive
আওয়ামীলীগ একতরফা নির্বাচন করলে জনগনই তা প্রত্যাক্ষান করনে,positive
কারণ আমি বাংলাদেশকে খুব ভালো করে চিনি,negative
আমরা নাসিরকে জানিয়েছি সমবেদনা আর ওরা করল ভর্ত্সনা,negative
কিন্তু এখন দাদাদের পেয়ে লক্ষ্যটা চলে গেছে সেমি ফাইনালে,positive
সারাক্ষন নেগেটিভ মন্তব্য,negative
সুন্দর লিখেছেন,positive
না দেখলে বিশ্বাস হত না,positive
জয় চাই জয়...!!!!!! কোনো প্রতিপক্ষ বুঝিনা...!!!!! স্কটল্যান্ড হোক আর নিউজিল্যান্ড,positive
আমি ও নতুন ফ্রিল্যানসার,positive
"ধন্যবাদ ! আসতে আসতে সবই জানা যাবে , দেখা যাবে সব মীর জাফরের চেহারা",negative
ফলাফলের হারটাকেও রাজনীতির মারপ্যাচে ঢুকানো হয়েছে,negative
"আরজেন্টিনা , নেদারলেন্ড ত আছে",positive
তাই ওনাদের মতামতগুলো টকই রয়ে যায়,negative
যারা নিজের নাম প্রকাশ করতে ভয় পান তারা কমেন্ট করেন কেন?,negative
খারাপ ফর্ম এর কারনে যদি মুশফিককে বাদ দেয়া না যায় তাহলে এই নির্বাচক কমিটিকে বাদ দেয়াটাই হবে যুতিসংত,negative
কম খাবার গ্রহন করে ওজন কমানোর চেষ্টা করা ভুল,positive
দেখিয়ে দিন জনগন পারে এবং পারবে,positive
তা কবি গুরুর বলে যাওয়া উক্তিটাকে এ ভাবেই ঘুরে ফিরে বলে গেলেন,negative
"এরা জনগণকে ভাবে বোকা, আসলে এরা নিজেরাই বোকা",negative
উৎপল শুভ্র: আপনার প্রতিটি রিপোর্ট এমন উপন্ন্যস ধর্মী কেন? অপ্রাংসগীক কথা বেশি লিখেন! চামচামি টা ভালো ই করেন ভারতের,negative
ধর্মপ্রান বাংলাদেশ,positive
রিজার্ভের অর্থ চুরির জন্য বাংলাদেশ ব্যাংকের ১০ কর্মকর্তার শুধু গাফিলতি ও অবহেলা দায়ী? আর কিছুনা?,positive
একজন বাঙ্গালী হিসাবে আমি গরবিত,positive
বাংলাদেশকে জয়ী হতেই হবে এমন কোন দাবী ক্রিকেটারদের প্রতি নেই তবে প্রত্যাশা করি তারা তাদের সেরাটা দিয়ে চেষ্টা করবে,positive
কোণঠাসা বাংলাদেশ,negative
বাকশালের পরিনতির শিক্ষাটা নিতে পারেন নাই,negative
মানুষ হিসেবে এ লজ্জা লুকোবার জায়গা নেই ....... শুধু জলধি এবং দৃষ্টান্তমূলক শাস্তিই দিতে পারে কিছুটা শান্তনা,negative
আড়মোড়া ভাঙ্গার সময় হয়েছে,positive
যারই হোক না কেন সরকার যে জনগনের নয় এটাই বাস্তবতা,negative
আশ্বিন ওটাই বলে গেল,positive
নাকি তারাও লজ্জা পায় আপনার মিথ্যা শুনে,negative
জয় বাংলা,positive
যথার্থ বলেছেন,positive
কি proof আপনি চান ? আনদোলন করলো আর আওয়ামীলীগ মারলো পেট্রল বোমা ? তাহলে বিএনপি কি করল সেই আনদোলনে ? গোপন জায়গা থেকে বিএনপির নেতারাই বা কেন আনদোলনের ঘোষনা দিয়ে গেলেন ?,negative
রুবেল আমাদের কালো মানিক,positive
"ভোটেরই যেখানে কোন জাত-ধর্ম নাই, সেখানে ভোটার লিস্ট নিয়ে কথা বলে কী হবে ?",negative
"হলমার্ক ওয়ালারা মুক্তি পাক, প্রাইভে বিশ্ববিদ্যালয় নিপাত যাক",negative
মাত্র ১০ চার আর ১৬ ছক্কা ছিল তার এই ইনিংসে,negative
"ফেছবুকে চেহারাটা মলিন দিলে কি ভালো হতো ? ফেছবুকে পরিভ্রমনে হাসি খুশি থাকাই ভাল , ফেছবুকের অনেক নিগেতিভ দিকের এটা একটা পজিটিভ দিক",negative
এখন পাশ্চাত্য স্বর্ণযুগ পেয়েছেন ঘরে বসে বিনামূল্যে স্যাটেলাইটের মাধ্যমে,positive
"তবে নেইমারের জঘন্য উপর আক্রমণ কিভাবে রেফারীর চোখ এড়িয়ে গেল, সেটাই রহস্য",positive
অনেক দিন পরে ভাল একটা সংবাদ পরলাম,positive
তবুও আশাবাদি সুযোগ পেলে ভালো খেলবে ইনশাআল্লাহ,positive
"তোমরা এগিয়ে যাও আমরা ছিলাম, আছি এবং থাকব তোমাদের সাথে সবসময়",positive
"সুপ্রিয় কিশলয়, অনেক ধন্যবাদ অসাধারণ একটা কমেন্ট এর জন্য",positive
"যাহোক, তারপরও জিনিসটা ক্ষতিকর না",positive
একমত,positive
আপনি কি মনে করেন তার বাকি আছে?,positive
"যুদ্ধাপরাধের বিচার ঠেকানোর ক্ষমতা কারও নাই, যদি না সরকার কৌশলে বিচার প্রক্রিয়া ঝুলিয়ে না রাখে",positive
অনলাইন ডেস্ক এ যারা বসে তাদের চিন্তা অসাধারণ!!!! ধোনির নাকি দুর্দান্ত অধিনায়কত্ব কুরসে!!! আরে ৩০০ রান হইলে তো যে কেউ দুর্দান্ত অধিনায়কত্ব করতে পারে,negative
বাংলাদেশ দলের জননে বাংলাদেশ টিম মানেজমেন্ট দায়ি,negative
তো আপনি আবার কি বলতে চান?,positive
ক্ষমতার হালুয়া- রুটির জন্য আপনার বা আপনার মত আশর্দহীন ব্যাক্তি এই দলের নেতা কর্মি হিসাবে নাম লিখায়,negative
নিজ দেশেই যখন অন্যের গোলাম হয়ে থাকতে হবে সেদিন বুঝবে,negative
মনে শক্তি রাখ,positive
পরিবারের কী পাপ ? বললেই হয় যে মুক্তিযোদ্ধা পরিবার ছাড়া কেউ আওয়ামীলীগের সদস্য হতে পারবেনা,negative
মোদি বোঝতে পেরেছেন বাংলাদেশী জনগন শেখ হাসিনার পাশে নাই তাই তিনি বলেছেন আপনি একা নন আমরা আছি আপনার পাশে,positive
"আর আর্জেন্টিনা ১৯৩০, ১৯৭৮, ১৯৮৬ আর ১৯৯০ সালে!!! আপনার রিপোর্ট অনুযায়ী ১৯৭৮ দুদল ই সেমিফাইনাল খেলেছে",positive
হেরে গেলে শিরোনাম হবে আই.সি.সির সহায়তায় শেষ পর্যন্ত বেছে গেল বড় মোড়ল,negative
নিজের যা আছে ওদের দান করে দিন,positive
তাহলে লেখন বোঝাতে চাচ্ছেন ব্লগার হলে হত্যাটি জায়েজ হতো? কোরানে কি এরূপ কোন নির্দেশনা আছে?,negative
অসাধারন! নিজের ভিতর কেমন যেন অন্য রকম একটা স্পৃহা তৈরি হল,positive
এখানে মাননিয় আদালত তথা পুরো বিচার বিভাগ সংবিধান কে অবমানা করা হছছেনা,negative
"গণতন্ত্রের কিছুই হয় নাই, মাঝখান থেকে কোটি কোটি টাকা খরচ হয়ছে আর নির্বাচনের ভাবমূর্তি ক্ষুন্ন হয়েছে",negative
দৃষ্টান্তমূলক শাস্তির দাবি জানাচ্ছি,negative
এই গৎবাঁধা সিনেমার একটা অ্যাড হয়ে গেল,negative
স্কটিশরা বাংলাদেশকে হারবে,negative
শেষ না হওয়া পর্যন্ত জার্মানরা হার মানতে নারাজ,positive
কে কাকে দোষ দিয়ে গায়েল করবে সেখানে ব্যাস্ত থাকে,positive
ডিফেন্স ও মিডফিল্ডের ব্যর্থতা চোখে পড়ার মত,negative
"এতো ব্যাখ্যা বিশ্লেষণ দরকার নেই, সোজা কথা ঘুষ নেওয়া বা দেওয়া হারাম",negative
আশাকরি পরের খেলাগুলুতে ভালো খেলবে,positive
মানসিক তৃপ্তি প্রশান্তি মানুষের শরীর মন ভালো রাখে,positive
আর কত মেঘ লাগবে বজ্রপাত হওয়ার জন্য?,negative
বাংলাদেশ আগেও বাংলাদেশেই ছিল এখনও সেইখানে আছে এবং ভাল আছে,positive
রাজনীতিকদের কথা বা ভাসনের ওপর টেক্স বসানো সময়ের দাবী,positive
আশাকরি সঠিক তদন্তে সব কিছু পরিস্কার হবে বা তথ্য বেড়িয়ে আসবে,positive
সেনা সদস্যরা নির্বাচ কেন্দ্রে থাকলনা কার স্বার্থে? অবশ্যই জনগন বা গনতন্ত্রের স্বার্থে নয়,negative
বুশ সিনিয়র ও বুশ জুনিয়র কি রেহায় পাবেন?,negative
ওদের মাথা ব্যাথার কারন কি?,negative
"মেসিকে ঠেকিয়ে দিলেই খেল খতম, কথা ঠিক",positive
"ইস ! এমন করে যদি ইলিয়াস আলী,লাকসামের হিরু, হুমাযনরা বেঁচে থাকতো বা ভারত থেকে উদ্ধার হতো",positive
আপনার শতভাগ সফলতা কামনা করি স্যার,positive
এডিন জেকো আর মিরালেম পিয়ানিচ খুব ভালো মানের প্লেয়ার,positive
"কোন গবেষণা, চেচামেচি, হাইকোর্টে রিট ইত্যাদি করে লাভ নেই",positive
বাংলাদেশে তামিম এর বিকল্প অন্য কোনো ওপেনার নাই,positive
দেশকে যারা প্রতিনিধিত্ব করে তারাই যদি শিশু শ্রম এবং শিশু নির্যাতন প্রমোট করে তাহলে বিদেশে দেশের ভাবমূর্তি কোথায় গিয়ে ঠেকবে ? ক্রিকেটের হইলি বটে মানুষ হইলি না,negative
ব্রাভো,positive
"প্রধানমণ্ত্রী, স্বরাষ্ট্রমণ্ত্রী বুঝি না , এই দায় ব্যক্তিগতভাবে শেখ হাসিনার",negative
না বুজে মন্তবব,negative
এই নির্বাচন কমিশন তো আওয়ামিলীগের জন্য আলিমদার ও ইয়ান গোল্ড,positive
২০০৬ সালের বিশ্বকাপে মেসি যখন গোল করল তখন তার বয়েস ছিল মাত্র ১৮,positive
"আগে এরকম নির্ভরযোগ্য ছিলেন ভিভ রিচারডস, ষ্টিভ ওয়াহ এবং ইনজামামুল হক",positive
"দাদা, বেশি বিরিয়ানী খাওয়ার লোভে আবার পেট খারাপ করো না যেন",negative
সামি তো আছেই,positive
শেখার এবং বোঝার আছে অনেক কিছু এ লেখাটি থেকে,positive
ভোটের আগে নিশ্চিত হওয়া মানেইতো ষড়যন্ত্র,negative
মানুষের স্বাধীনতা নিচ্বিত হলেই শান্তি আসবে,positive
"প্রধান কোচ,পেস বোলিং কোচ,স্পিন বোলিং কোচ,ফিল্ডিং কোচ,মনোবিদ সব গুলিয়ে খাওয়ানোর পরও রেজাল্ট শূন্য",negative
আওয়ামীলীগের গৃহপালিত বাকশালী সিইসি,negative
"২১, ২৬, ১৬ ভাই এগুলা এখন চাপা মারার ট্রামকার্ডে পরিনত হইছে",negative
আর তিন গোল খেয়ে মেসি একাদশও বিদায় নিবে এবার সেমিফাইনাল থেকে,positive
আর সবগুলো সাফল্য যদি শেয়ারবাজারের মত হয় তাহলে মহাজোট সরকারকে অন্তত আরো বিশ টার্ম ক্ষমতায় আনা উচিত,negative
গুরু তুমি ভালো থেকো,positive
খামাখা ইলেকসন দিয়া জনগনের টাকা নসটো করার দরকার টা কি ? আপনরাই থাকেন না আর্ো ১০০ বছর,negative
জিয়া হত্যার বিচারের দাবী তো কখনও বিএনপির মুখ থেকে শুনিনি,negative
ভোট কারচুপি,positive
"আমরা নিজেদের বাহিরে বাংলাদেশ বলে আর পরিচয় দিব না, এইটা মনে হয় ভাল হবে",negative
RUPOM বিএনপি কি করেছে সেটা বাসি,negative
বাঙালীরা আসলেই সত্যিকারের অদম্য জাতি,positive
